payment_id,order_id,payment_date,payment_amount,payment_method,payment_status
97b95e85-e306-4bf8-ac27-e5bc7a5be270,8012a89d-6da3-4ac5-9520-2cea59a2e2de,2022-04-20,113.38,credit card,pending
d9598d50-24bb-4906-8aea-9ab8d8cff10a,093b9518-ecc0-4f8b-88ac-2c9ab96411e3,2021-03-05,78.53,bank transfer,pending
98bf24f1-62aa-49a4-905a-a670cb2771af,7b677aff-07ba-4eca-831b-85ed4471bb8a,2021-06-27,104.99,credit card,pending
afe35eaa-aa93-463b-9768-5608569d092d,8501fe84-67bd-4db5-8e7b-8b0cbaf43a34,2024-09-04,317.51,paypal,pending
44961d7e-47c4-43f8-bf20-f27349943316,e326af4f-dd90-4e6e-bfa0-4f607b9b68f0,2022-03-29,481.33,bank transfer,failed
f23905cf-41f4-4a76-bf55-727a1ed7256c,8d5bdc48-267c-445a-b704-03102bd79136,2021-12-22,213.13,credit card,failed
3ef2f13a-961a-4ada-8017-5d2f0c16b10f,f9a237a7-42f8-4c99-863f-0f22cb7a4b2f,2021-10-13,139.68,credit card,failed
dd22b3fa-3da2-4a8f-b23f-2f75713d3fdd,2991f105-fc91-48b8-89ac-1755ec3fb727,2022-11-07,32.95,credit card,completed
bb661d12-e0b8-4b99-a76a-d8e662b7650c,6df760eb-db84-41d9-b77b-e2ef3cfdbda4,2023-03-01,155.43,credit card,completed
64e69350-7387-4ee8-8804-6e5ab6f0f2c0,5853e7f0-f57f-4145-b747-3a6ee4d89430,2023-08-18,450.47,bank transfer,failed
17086342-14e0-4434-a75f-0c01d4b5edf4,b3d4078a-bbfa-4a46-be46-48ca9f5cf02a,2024-08-28,403.91,bank transfer,pending
06446c24-1526-4957-a2ee-bc26b8016cb7,42d85c17-d4f2-44de-a9ba-460ce0476928,2020-08-11,356.19,credit card,failed
54d5f561-e444-4690-829b-feb2e68d3dc1,30ffa90a-c7d1-4015-874e-4df498dbb6a2,2024-08-26,363.98,paypal,pending
3f221462-ac89-4c2b-8f3e-e71a58f46108,d988695c-758e-40d4-be86-40a2c75770cc,2020-08-01,292.43,credit card,pending
a510a89a-4ff4-4871-80d5-0477fa54c47e,7a74a286-37c5-4c26-a80f-1cd814cb4122,2023-07-31,120.22,bank transfer,pending
96fa5f71-ea7b-4bd2-9b2a-b021fc224f77,46464e40-b733-4ddd-afb1-4f84c4663fbc,2022-01-03,156.21,credit card,pending
b73fdd5b-6372-4229-85b7-7c2dd9434bc6,e2bb063e-9add-44d8-8ea5-94ab01d95c61,2022-03-14,48.66,paypal,pending
1ae61b4a-06b9-4f51-8ca3-052e7311edd4,79d5fa4d-edba-4dda-9104-0cf83bef6530,2022-10-27,495.65,bank transfer,completed
38dc1dbb-8936-4742-ae1d-ef24b1626650,70c55502-0d62-47d6-8afd-fab0448ed478,2021-04-10,50.96,bank transfer,completed
bcb2690b-45c4-4221-9495-42d3e6019b86,11508d1f-6cc4-4517-a0b4-454180e733bf,2021-11-22,62.95,credit card,completed
dc719be7-e886-418d-b9ef-6ee000ef0a12,0e665a40-779c-48e5-9409-0f9d8f0ce4c0,2023-04-24,207.88,bank transfer,completed
d456e9d1-da7a-4136-905d-dc60328de808,a315669d-88a2-4b12-be35-e321182d98d9,2023-08-27,140.48,paypal,completed
e5a48463-b79a-41f5-940b-cf294cfc288f,0356bc21-0b93-4b28-80b7-c032aec2e533,2025-03-22,195.3,paypal,failed
0d09457c-cb5e-48b6-82cf-ce7fd71345db,fb889c62-4fc2-430d-94f4-dc6b74c22f82,2024-05-13,368.35,credit card,failed
ec114427-fc52-478e-b08b-81430548077d,edcd65ee-568a-4d7f-9764-93ea281aeb6e,2020-08-05,305.89,bank transfer,failed
f8aae4f5-4138-4960-98e8-881e9de267f0,279b100a-a94e-4ce9-a1b1-a4a1ebf6ecea,2021-04-10,322.66,paypal,failed
b780842b-57d4-4420-bc3f-27968df3e02e,37ba0e1d-8f15-4123-8caa-3af7466bf7ca,2024-05-22,333.64,paypal,completed
99d2651a-f64b-4dcc-8bdc-1dd5cee14664,4e5f49d2-893a-4be1-8129-ac591ccb9063,2023-07-19,301.07,paypal,pending
e3819d28-7b17-460b-883c-08e0a593b518,342cf310-205f-428d-a7ec-e1473c68dda2,2023-04-09,123.03,bank transfer,failed
6277bbd2-7a9d-48ab-95a5-d3b0c3bf7a78,b89f7095-ba1a-4abe-9952-ab8b413d7da5,2023-11-01,396.27,bank transfer,completed
7c4756b3-1d77-483e-99c6-232bf03e91bd,dcd62f9a-ef91-4f5b-bb01-4fffc98d1d77,2022-09-21,186.76,bank transfer,pending
90414d3c-b692-4f92-8a51-7cf1a84b41e1,017cadf7-3904-42f6-888f-34f885f186b0,2022-09-08,477.93,credit card,completed
0daeb1cd-0582-470d-9e56-69f391044895,6af6e73a-9851-4dae-bdd9-6ea4f2d96567,2024-12-05,310.42,credit card,failed
2f977818-a7c9-4f0c-9086-b5fd2199bead,29931130-c076-48ed-8c26-f0ac16fffed4,2023-10-29,306.1,credit card,completed
2359cb5c-5f53-412e-89cd-76963064dc4b,c69f260c-95c4-4b96-911e-00c9aef95ac5,2022-06-28,211.12,paypal,pending
2029fccb-9159-4d52-85b8-a3bc355cd565,65d50588-841b-42c3-9532-8a44a35062b3,2024-02-15,272.76,bank transfer,failed
789cd5a1-e041-4d3c-bf11-310c33f12231,1f719d7d-f352-476d-b3fe-9cac6aaa56c0,2024-02-03,111.89,credit card,completed
65c3465b-5e1c-43fc-9973-2f131c343773,ed2c7868-252c-44d5-9923-52cb755f0b81,2024-10-13,237.97,credit card,pending
c3a5d700-563f-465d-8a95-111310194751,c08c1443-977d-4ff9-87cc-d973e039ab9b,2021-12-24,195.48,credit card,failed
d4d4fe7a-f3c3-44b4-9be6-c787d785532b,c24cc498-5ef2-4d6b-94d4-7d9bb373469d,2022-10-08,355.27,paypal,pending
4a0a8a5e-3972-4dc4-8110-1e750fd822d4,7510718b-8730-46f0-b7a8-c5f5ba6a9adf,2023-10-21,171.7,bank transfer,failed
bb4c7a33-a0e5-4475-b59e-d62436d76bba,13ec07a3-b0a3-4993-b9c7-fa4ae3e5c3ae,2024-01-07,329.46,paypal,pending
0ed37ad4-2e71-4ebe-b138-fa7129767c8c,cd159c63-662e-4892-95a8-b3ba396dd954,2022-05-14,260.37,credit card,pending
699adac7-96a8-4549-aa6c-585da12b8b46,ea5b754b-048f-4727-91de-5946f9d98ffb,2024-07-08,59.58,bank transfer,completed
e8fa6394-ccb1-46e7-b182-d15c00e7844b,f794cac4-6761-478a-8aa7-bf16234f1acf,2022-01-19,313.8,paypal,completed
9cc43ca5-fb8c-4c2d-bb5b-48f407eccf9b,f673f846-7b78-4c6b-9dd1-2aec1c318993,2023-09-20,403.23,paypal,failed
0b7e33d8-58c0-48cd-a1c1-c02404e33dad,eca324e1-915a-4dfa-a1b7-5b4baaded9c3,2020-11-16,415.68,credit card,failed
40f68517-2cff-49f6-8e23-fe04e5152ffa,50df359c-1dd8-442e-ad83-e8aba9bb2058,2022-12-20,167.44,bank transfer,pending
94124787-32b4-4705-bd18-9ce3de76f964,67466287-14db-46d2-ad62-af8730a169f0,2024-07-11,291.71,paypal,failed
fc164193-f80e-4b00-adee-7ab03313eef8,30007ee4-02a9-4320-8112-8eab8dd4b9de,2020-01-09,357.83,credit card,failed
18077d44-4d96-437b-b76b-9dce50ee1532,560e64f5-513e-4d65-ab9b-9b824e915ca3,2025-04-14,47.12,paypal,failed
239c5dbc-ca36-43b2-8f35-d3089f691cc6,4d6cfead-977f-4a67-b1e9-b7fd6a70f1c2,2020-02-21,195.68,bank transfer,pending
6e4a4fce-d5ba-4c38-935d-ed26149b3f92,9f85a6e5-92eb-45dc-8401-808c14c5c711,2022-06-25,442.77,credit card,pending
6ed1c76d-adbc-4f30-8f2c-f137c8c9adaf,48fea1bc-f7d1-4b93-a242-f79f51d3511e,2024-09-01,477.95,credit card,completed
ad270b4c-b799-40af-b53b-e59bd10bc681,1037e722-9165-461b-8578-299b53fd6cb8,2024-06-12,495.33,bank transfer,failed
c21dde86-789b-477f-9207-73881559f5f9,7a7d3d4b-3436-4b37-abce-4f5c42742a5b,2022-07-24,367.38,credit card,pending
2f2475bd-b3ab-49da-9ebf-fe396629f196,29159f71-ca82-437e-b76f-a2d1211aafd4,2024-04-01,461.63,bank transfer,failed
ae273120-aab0-4ff5-95a8-a9c8c0e55b4f,f18201f6-b28a-4e19-a1d5-5fd238cd717f,2025-01-16,437.23,bank transfer,failed
1ee850dd-1c03-4b97-b379-f3c8b1cf1625,e03dc30e-0c66-4e44-a983-002f6be43a65,2020-10-05,122.96,credit card,completed
221af807-db14-4b2a-a3fa-7665798c0a1f,f6a78cef-75ea-4b3f-b326-74ea756707f7,2021-10-12,234.85,bank transfer,completed
8c4bb92e-2cfb-425d-ada6-1114058f852c,ae69ba8e-97e0-4897-b16b-802a09a32b5d,2023-08-06,247.81,bank transfer,completed
e87a49ab-4937-438a-a556-89d00938686e,0947a3a8-a3d1-4737-a597-ef0c7abecaaf,2024-10-09,370.6,credit card,completed
1f0cd331-2818-4897-af5d-352eaa24d60b,6f24b812-1c39-4540-bf7e-c1597656d73d,2022-06-05,90.54,paypal,failed
e80b38ed-e3cc-47f0-b5a3-5971085b7acc,29fa8cb9-819b-4c60-88bf-21cccbb93517,2020-10-26,61.42,bank transfer,failed
05c602d6-eef5-4b66-9933-e82bc187e658,0db80666-cf90-430d-a201-f4a44383e594,2020-06-26,418.19,bank transfer,completed
57c50ca6-8a0d-400d-8018-02385ac9a62c,63652706-cf30-4bb0-bb2b-f95ed74b09e0,2024-10-22,370.17,paypal,pending
e32942ca-e9c3-404e-9c0d-6287d9f5e246,6ab36a40-2eb3-4a87-9465-48b3d98cd279,2020-09-13,441.93,credit card,failed
88416577-43e8-4e46-bedb-05344f508879,c04ce8a4-4218-45c1-a20d-0308103387ef,2022-12-21,227.67,bank transfer,pending
5960c0c7-a608-4982-a57d-beec831738f4,5590f973-6956-4f30-9b25-19e454be0932,2020-04-15,67.77,paypal,pending
58b4e381-d744-40af-8f11-2409dc1ea857,7399b313-5206-48d9-802f-fc1b4d61faf0,2021-07-19,392.68,credit card,completed
687fd4bb-c6e9-45a3-ac41-9c31352ab732,de7d9821-9990-45fe-93a0-c170bc6b5672,2023-08-06,435.56,credit card,pending
9a736e25-af2b-4c13-bb82-4251a98f91eb,35e34e60-cd1c-44d6-ba27-b3b7eb925259,2023-08-13,224.66,paypal,pending
934da223-cf0c-465c-9c5c-56b09c9605cb,008cc709-deb9-4fa0-a211-d7830d1bee53,2024-02-25,50.77,paypal,pending
d6a436f9-1f46-4b91-ba7e-3802c3f4bb31,12876b7e-654a-4cc6-94ec-dd9c03d42ece,2020-05-04,437.88,bank transfer,pending
aea6ef66-fb83-4582-9d47-3676813f25e2,ef54a84c-3ed9-41ab-aedf-5086e8b1a434,2021-05-11,492.44,bank transfer,failed
c8da6ce6-a0b7-405e-b923-0056c48103da,fbc579b6-578f-42ea-8a04-66fbc8d25bdc,2022-06-10,179.66,bank transfer,pending
07cab834-91a7-4c41-a467-de2f570b2ba2,1fdcbfc6-232b-4513-be72-cf7ed6a41cd7,2021-05-12,130.86,bank transfer,completed
32c096b0-72f6-4e84-8715-c75c098cd88c,e83c6744-f6ca-401e-8418-c7837f9ac874,2024-08-04,38.03,bank transfer,failed
759a53fa-0dbd-473e-8461-05e26dd6f67a,d02a1ca0-e162-44f9-b871-5222b05aa721,2022-05-03,18.89,bank transfer,completed
2cf83a29-caee-4755-be13-cdd703ffe94a,1cf4c8b5-3065-488d-8f7f-bba2dea9c257,2021-11-22,155.24,bank transfer,pending
644cfa12-e852-440e-87a4-90a66f68d9ec,e8967ebf-4a12-4525-93f3-fa05b23138f7,2022-04-22,428.72,paypal,completed
6c5c6c6f-68e0-4105-ba45-846d31aba2d9,1d89b0f9-4677-42e0-b1b4-107234e9ccc8,2024-12-03,373.05,paypal,completed
55ec33fe-1ea2-415e-b2b0-b7c2d9723127,46892d45-dd70-4f44-990c-9460838d012c,2024-08-25,59.22,paypal,completed
293bb641-4ad4-4070-890b-3a332a5286aa,da5a6c02-1c39-417d-a82a-6a5fc593338b,2024-02-26,452.12,bank transfer,pending
c07592ec-f5e7-4ad9-8833-a87e0ad4a24e,7cfa22b6-d546-4116-9014-30abb0ecd74f,2021-04-10,389.11,bank transfer,completed
947021c2-e485-4cb7-bf4f-533a1a29762b,1097e6fb-2009-42cb-af85-fa205d53bf0b,2022-06-30,293.12,bank transfer,completed
95f874c5-0617-4d92-a163-06f928a21f38,8f848655-5fef-4170-ba29-169cf81824f3,2023-01-26,450.84,paypal,failed
4e0f6334-011b-4ecf-8111-6f7a0fb52446,751b35f0-78fe-4ef8-a9f2-646a491c5675,2021-05-21,245.6,bank transfer,completed
edf998f9-21a4-43df-95ab-eeb1be91bd9b,acd938f9-22e4-4770-b988-3bf313e4c8ef,2022-06-06,132.1,paypal,completed
c74363f9-c547-4fee-988e-924efc01cfa0,08f460ec-8517-46b2-a66d-4454174e4ad3,2023-01-04,483.84,credit card,completed
9d72cb05-1923-4b86-bb0a-a663443e399f,735b7664-559a-4c63-90ec-e6ea85e413b2,2024-03-19,488.56,paypal,pending
f09ac386-8894-4bd4-a52a-b84c72cb0393,44a322f5-1b7a-4a0b-8530-3076db1d360a,2025-03-09,298.89,credit card,pending
532f88f3-6618-422f-aa2f-b8510f662ed0,a6663d82-5277-40ee-aebc-15a4d19fcbd8,2021-01-11,176.85,bank transfer,completed
1cad90db-35e2-4af4-96bf-de9c769ea1e1,906ca2b9-957b-4f7f-acfc-462089ff918b,2023-09-16,498.99,paypal,pending
b4061abb-55d1-4823-85c9-aa95d9637798,a4730ff8-c096-48da-bd42-bc72477ca19d,2022-11-08,33.9,paypal,pending
f18bbf85-8bb0-47b7-ac0d-8ae45f5819d5,d06d80a2-545e-4a1d-99cf-786b3f29d796,2024-04-13,120.72,credit card,pending
e674af59-7352-4a33-acab-fdc9dfc770f4,9a73d3b7-ba28-40e0-ab26-30d973300fe5,2024-08-13,339.43,bank transfer,pending
d868a215-13ba-4ee0-bd13-8bf1dc0744d2,6851991c-1035-42c5-8d0e-7831aa56a3a9,2021-07-26,258.23,credit card,failed
1b331279-d898-44c9-8e30-5d2caacd9f95,30552fd6-f116-4cfb-833b-6cd01214fb25,2023-11-17,495.94,paypal,completed
0c484936-e8eb-4c62-a476-a80ceace1b24,b60bc3c8-420c-4e6c-b94f-6a16c5340d3e,2025-03-30,389.33,paypal,completed
840aaa6e-6bca-4174-983e-6796cc0cc81b,5293098d-0405-4382-95a9-b25c16fef936,2022-01-18,428.99,bank transfer,failed
d70b2dcb-faca-4583-92fe-b4c73b0ee1b4,7d28bfd1-962c-4c5e-bdb8-f444634e9c41,2021-02-03,182.27,paypal,completed
744fddbe-7914-4ea3-851d-fd3fbe67c97c,0f120b05-f300-4493-be54-483cfdb71a21,2022-01-07,233.25,bank transfer,pending
ad086baa-5c22-410d-9e63-879993d9bc73,7ccb4fd0-0381-4e27-aca5-2ab953b030ab,2021-07-22,430.28,paypal,pending
010b0666-fda2-4be2-b67c-e0150112e8ec,c89a3d4a-ad7b-4c34-b664-332d70ff6d62,2024-07-21,38.33,credit card,completed
2f1c4b5e-f609-411d-bf75-e88b81c9829a,8746864f-2b8b-400d-a7a5-88a9db5c0d46,2020-07-19,485.08,credit card,completed
f402319e-16c7-4a7f-83bd-4b8709e358f7,21c07556-a7bd-47df-abbf-660ab5a0ccd5,2020-05-25,329.56,paypal,completed
0fd17bad-83ef-4fb5-8ce9-b45bef2aadc4,cbe43e34-9150-42f1-bea8-89d5a34914c5,2020-09-06,228.94,credit card,completed
d8ac3b72-706a-4622-be2f-b2c73278e673,f0ae1798-e753-4d69-bafa-e6b077f98549,2023-04-05,493.71,bank transfer,completed
09941d5e-9853-48f9-af6c-9469b8ddd7d9,3b4e596b-1185-425a-8585-2f528409614a,2023-09-11,105.12,credit card,failed
8a26f076-d7a8-4eb9-b55f-e1f25e685f69,64b0c9d4-72fa-49f4-8e0c-24d8b1e76fd6,2022-03-16,454.02,credit card,completed
d9041599-f76c-4a64-8c81-2a0ac96a14dd,39205636-5278-43e4-afde-ab0d043d262a,2024-10-25,431.81,bank transfer,completed
0d2cd2c4-bcfa-47cb-a683-4ef1956df70e,cd20ac29-eadd-42a4-9fa3-3209cf93871c,2024-08-06,141.33,bank transfer,pending
13fcda9b-cb89-436a-b530-d919baf05d3e,a8076ae3-e5d8-4c56-b06f-dd09798b9aae,2020-09-04,368.44,credit card,pending
68d87f88-9b4d-481a-89ec-4002aecbefa1,3730fdee-e6f7-4609-90ea-2d6c694255bf,2024-04-14,274.55,bank transfer,pending
577b9a40-330b-49f7-8441-ae74a11d3c5b,c9ead586-918a-48f4-bf21-0ea86dcad193,2024-03-07,120.06,credit card,pending
595e26b5-327b-4a6e-977a-53e7e032cb69,60fe6870-92a1-4eb2-8c2b-c7e6aa9a856d,2024-05-05,151.03,bank transfer,completed
b2a0259b-3147-48f9-8cd3-e2cda2e15b4f,dbab469d-da92-4d29-bb9c-589718ff99a0,2024-09-21,425.82,credit card,failed
36ee8112-88de-435a-9ebf-ee9c724cb583,0ade2b3f-2738-4131-901d-5a046f9acedf,2022-02-14,441.49,paypal,completed
b96d83d9-adf9-488e-96eb-abb17108eff9,d0d2c63e-2fe0-4798-a160-fe3d65465867,2021-02-14,57.72,bank transfer,pending
54dc4812-b4bd-4d13-95e3-bd63bfdce288,d795022e-1d4b-4539-ac8f-d0c63775c2d6,2021-08-23,467.15,credit card,completed
355a28da-5207-4118-ba9a-03e9e15d578f,22d1c94c-e6ca-494c-a9c4-8c9152c5b5b6,2020-05-13,147.41,credit card,completed
c6e0e850-8a1a-4273-ae8b-4ca57a2de501,8548fb34-7862-4136-a8a9-578e73103eeb,2020-11-13,79.31,bank transfer,failed
69972699-08bc-4a3f-b60e-07e51071f6bf,6dd10b7d-a591-48f5-93ba-939e7093945b,2025-01-12,130.44,bank transfer,pending
1b310536-ed93-4e98-9300-070f8868de4e,a31e53c2-336e-482f-8c6f-daf447dd3e67,2021-10-30,36.25,paypal,completed
db88d57c-3a49-4881-9d77-5a2980950337,574dd4da-0b64-4006-89de-76622dcd9527,2020-05-11,307.7,bank transfer,completed
735dbd13-04b4-4715-85ec-f8f11f81c950,8309d364-5353-4fd5-97fe-302f5b518d5a,2021-11-15,497.4,credit card,completed
7585ae21-7773-43d7-8a48-9bcb3928c955,f6a9958e-b569-41cc-b4a7-05063580eb3f,2020-12-07,380.29,bank transfer,failed
c2ee42be-f793-42c6-b30a-9506d6683bd4,af7741c6-ed6c-4e31-84f2-be48151a5239,2023-09-06,259.18,paypal,completed
6e296df1-0dee-462a-a003-77579f55d17e,732bf919-d3a6-4eea-8e7c-b3250d792a4d,2020-05-02,258.39,credit card,failed
48234ffe-8dd2-4834-9e21-8ac180e7bf6a,dcc03909-baf6-4ee5-8818-98dda5385fff,2024-07-05,449.47,paypal,pending
abb7617b-e82f-4085-ae63-2d6ca897ec7b,76068717-3c38-4e9b-a738-7737d9494f77,2022-05-30,135.11,bank transfer,completed
676cbda6-bac3-4413-9a6b-96db7f28e63b,2f751c9a-cee1-4015-9dd1-aa18dc00b950,2024-06-13,71.25,paypal,completed
78e46775-85a6-499e-bcf4-7662cc18f73a,615c69b9-edb5-404b-ab71-ff4b6aafb406,2022-07-01,56.4,bank transfer,completed
12ab62a1-e720-4c58-b8b1-db90c9b89db7,d13976b2-d233-4f2a-b710-834698c3056b,2022-01-08,347.74,paypal,completed
0f7618d7-af10-4224-a078-84394e0b3383,338e5522-50a6-44e7-a5bd-755f95b94378,2023-05-12,327.45,paypal,failed
d7015431-14d4-43b4-a83d-3011e40cf2cc,f4c54d53-ff50-4290-98f1-0ceb7fea9441,2021-11-05,40.83,paypal,pending
fdd1590b-1990-4497-a4c7-bf96e6cb90cf,936b549a-6875-4bfe-acd8-1bb28dbf1918,2023-05-05,356.02,bank transfer,pending
1d7e5aea-da93-4f8b-904d-fee6749af88f,ada3657c-37b0-40a8-a60f-70213bac0902,2023-03-21,239.36,paypal,failed
2d8c57ea-cb2b-4ddc-8355-067c0b64740f,d52666c8-b41c-4503-81e3-db6c5e41dcc4,2022-08-09,464.33,bank transfer,pending
7410a35e-1699-41d3-b37b-48eba2c1ef4e,194d2bf0-db37-40b3-af17-8f79dd1a0114,2020-08-18,175.19,paypal,pending
f59e09e8-1df4-427b-b56f-0f4c050cf970,150c1d52-ee3f-43c7-a9ac-0ff5471eedcc,2022-06-14,56.12,paypal,completed
db75d1c6-4149-4e37-8d21-e9ee6feb1e00,bbfbbcd6-fa66-4a81-a5cd-bdd124aaf076,2023-10-21,72.49,credit card,pending
9d870e32-3ca0-45b0-b443-91956af7b1d1,f1f8b951-b0a9-4974-9e51-686e42b38386,2023-08-08,346.53,paypal,failed
4d91584f-913d-4332-a63c-4697d104e3d5,b924ee53-aebd-446d-9014-15ebafc7c82b,2024-01-13,65.46,paypal,pending
c59d3da0-5229-4c30-bad7-a027556018c4,a89496d7-3633-4347-bb58-fe91bfd93260,2023-11-10,175.53,bank transfer,failed
fa92cf17-72fe-45cc-a1d1-907e5be4764b,a269f6f2-8ca2-4f5f-a07e-37b97dafddc9,2024-05-09,108.05,credit card,completed
1b209a3d-6ab6-4050-94cc-a1b22eaa1c10,71923cc9-dbc9-452e-bcf2-7e825dbe397f,2025-04-08,96.53,credit card,completed
766297f1-7238-4ff2-8ed8-c3322d73ea3d,d31c8626-5cb4-4f1f-b93d-43adba6bab0a,2023-05-22,484.11,paypal,completed
4b24dfb1-71e9-4274-821a-14c0b9d936aa,b90979b4-6408-4f16-ac56-1757e1e5dbb5,2024-03-21,495.71,paypal,completed
b5dcfe09-165e-48b4-971c-ded7e79db368,210ded0d-d8ec-40e1-8a18-5a8f94075704,2022-08-09,332.72,credit card,failed
2e01244f-e55c-465a-b62d-6bddf45d6c74,e31b679d-67bc-4590-8aef-6f2eb3ea4b16,2025-01-15,427.0,bank transfer,pending
08e4a72e-a7fa-42f0-b0e7-b31be4147135,f2e2b18f-36ab-4328-99ba-858b5bab3194,2021-07-05,406.49,bank transfer,failed
a4e3b1eb-cfda-4f44-ae11-166cd80e155c,c75ea153-23a4-4f1a-bac0-4cc2c1cf7e68,2023-05-24,315.31,credit card,completed
5789c9c6-c887-4b73-8fa7-d97a97354f21,20c14b1e-39e1-4bec-b129-5d08e67a3b13,2020-05-16,39.01,credit card,failed
24c3b875-7b5a-4aec-8f0c-0c2dd3aba10f,80f55d3f-f3f8-4b6e-85e4-5b33c1cbc483,2023-09-12,223.76,credit card,failed
03ce647d-42e3-42e1-970f-33bc2d9df058,fd6ca918-9f23-41b7-8a3e-0b4792d3cea2,2021-10-01,291.31,bank transfer,completed
d7c6bf0c-7852-4e45-b3f1-ad18711e05ef,16f20fae-5fad-4b01-8af0-ea38862fddf9,2020-10-07,406.86,paypal,failed
f89fa547-eabb-4802-a0cd-0f0c53fbbfa4,798f119d-9076-469c-a44a-c7053be68fb3,2023-07-31,67.21,bank transfer,failed
84e58958-392d-4798-84e4-3b306c6753c2,d5259dff-8377-4b92-94ab-6fa79898dcdf,2020-07-10,395.43,bank transfer,completed
638a63df-e1d5-4f65-a702-92162bd5ee16,ab219c46-5cd8-4ec9-9603-72d715b1d54e,2021-09-21,460.49,bank transfer,completed
8ebab3d9-fb51-41a1-948b-c04456ec4696,50a8dd44-f803-4889-8e4e-bd9e965d5f78,2023-07-11,24.86,credit card,failed
2a1dd1ae-d491-4639-b945-825580880bae,2ea1050b-587a-4217-82c9-12c84a301617,2022-02-25,61.79,bank transfer,pending
4473e369-987c-436b-93f5-1be8b59104eb,2868719d-03ff-4b72-9313-18ffe3e53f6c,2025-02-05,22.75,paypal,completed
8d678471-988f-459b-9472-692e71a7b679,5b932dcb-c123-44ca-8b9d-db9f3528b53b,2023-05-02,462.14,paypal,failed
3d1098d8-237c-4714-9b9a-734bc2efbfbd,d0359b71-5f50-4b33-a8cb-288db8c0efcf,2022-08-30,414.89,paypal,failed
a2c1a9c9-a209-4496-bd66-9160ccb8c78f,f4a83590-29e9-4d65-97a0-21f43e83abc1,2024-05-09,203.25,paypal,completed
0c41e595-b94a-44e2-93e3-8ccc75f14c5f,c9f97d23-cf00-4f69-83eb-e0e362abe6cf,2021-05-03,104.12,bank transfer,pending
eeaa5d48-f18b-4161-98f1-2e4ae89d6147,66b032aa-093d-4458-83e0-4a5dbce8db75,2022-11-18,238.73,bank transfer,completed
28944e0a-79fd-4385-adce-9f12d05f2e28,26cc8afd-5211-48de-bcf6-f2f0fe1e875e,2021-02-27,232.39,bank transfer,failed
4dde0d5a-e843-4b88-aee9-0ee68feeae5c,de4100f7-4779-44be-85a2-5d14d0ec3303,2024-03-13,413.88,credit card,failed
2711a73b-1c19-4072-98f4-048322bca754,d6d7e373-6ba0-4e1d-a7cc-6b15a6cd6774,2024-08-10,9.04,paypal,completed
2f001522-96d9-474e-95bb-c06f28166fd4,dcdda2d9-c02d-49ef-b62b-5ba2ddc34fb7,2023-08-22,157.21,bank transfer,failed
2500390b-4936-4449-b190-db31574e65c8,fffdf1f3-1af2-48e7-ab84-6b37f83230df,2021-04-28,434.1,credit card,pending
98c989f4-c80c-4a42-a63b-a3034d2b1220,201eaaaf-1d9a-4d44-b05d-0e35b09a7aa8,2023-09-14,498.69,bank transfer,failed
fb463499-e281-4fdd-936f-30ccef73c4f9,0a84ba35-fa23-4aea-8ae6-4a64b9147803,2021-10-04,220.68,paypal,pending
251dafd5-b2b8-4b86-8804-859798289cff,04632906-e242-4d76-a819-70db0c6703f6,2020-12-02,202.46,paypal,completed
3bd28b59-163f-485b-ac92-563453d56d8e,2c570456-503a-49e8-8e98-38f52580b819,2022-01-18,179.49,bank transfer,completed
85759a9c-afa6-4199-a63e-0ad9f4f24885,eef67c56-f7c4-4b15-8a5d-8c81f142de01,2024-10-14,285.58,paypal,pending
89c2968a-4f8c-4b37-b417-20b06d76dab6,97933f32-0064-4098-be11-d4e5bb81c96b,2023-04-26,382.47,credit card,failed
4b311306-d776-4c34-bb7b-4c970a007189,db8bab92-3952-46a5-93dc-a220390c5fed,2020-03-26,151.25,bank transfer,completed
a4d8bd07-fb99-45c5-b51f-4532a9d38cbf,e31336e9-f7e2-414d-9c57-1e2bf3543ace,2020-06-08,229.52,bank transfer,failed
84071ebb-ec41-4f52-82fb-6b7ce7006928,dae9f281-9290-43f8-8381-91532aa0c0f0,2022-11-30,485.42,credit card,completed
381b616e-8fd3-4279-b8ed-291fdfbba0e2,7480b553-23ba-426e-b7a9-a54f65bc0eca,2023-01-01,21.86,bank transfer,pending
5a0740a6-0068-4ee4-bbe7-59d2faa3872d,633e2c07-958a-4f35-bd6d-3d927f945564,2023-11-08,404.17,bank transfer,failed
6f1fabc1-b96f-42e0-ba73-fe842575c3b3,279b100a-a94e-4ce9-a1b1-a4a1ebf6ecea,2022-04-19,281.22,credit card,completed
662c1ea4-cce6-491b-9060-57b093a63b27,227eb3fe-ca8a-4c18-a84f-169d5411e6a1,2021-02-14,323.24,paypal,failed
67656b55-0a51-4856-aa7d-026754d8c714,ec8a103c-40ac-40b1-87a3-9d78f7aa7f42,2024-01-30,319.01,paypal,pending
08c48e6f-0991-4220-a7e9-2313c9fdbe70,9603b98b-7553-4fd4-b94c-64d18118e301,2024-07-23,395.57,bank transfer,pending
c93b9562-6d6c-4e43-a231-dbb27d045ecd,3de6cf1e-f0a3-463b-bfe6-cfebb6aaffa9,2023-11-25,155.36,paypal,failed
7109abec-0023-4727-94f5-e13250cb5133,bac2f04e-1d62-4a36-b281-e470851d6b41,2022-02-21,390.26,bank transfer,pending
